LP,"Quais são os monossílabos acentuados?","Os terminados em a(s), e(s), o(s) e ditongos crescentes ei(s), eu(s), oi(s)."
LP,"Quais são as oxítonas acentuadas?","As terminadas em a(s), e(s), o(s), em, ens e ditongos crescentes ei(s), eu(s), oi(s)."
LP,"Quais são as paroxítonas que não se acentuam?","As terminadas em a(s), e(s), o(s), em, ens. E os ditongos abertos éi e ói ( \i ideia /i )."
LP,"Quais são as proparoxítonas acentuadas?","Todas as proparoxítonas são acentuadas."
LP,"Quais são os hiatos que se acentuam?","O 'i' e o 'u' tônicos dos hiatos, com ou sem s."
GS,"Quais são os papéis no SAML?","Service Provider, User Agent, Identity Provider."
LP,"Quais são as exceções dos hiatos acentuados?","Seguidos de nh ( \i rainha /i ), repetição de vogal ( \i xiita /i ) e formação de sílaba com consoante que não seja S ( \i juiz /i )."
GS,"Quais são os papéis no OAuth?","Resource Owner, Client, Authorization Server, Resource Server."
DI,"No aprendizado de máquina a árvore de decisão pode ser usada para?","Para classificação e regressão."
RA,"Qual a equivalência de uma proposição 'se então' ` -> ` com uma 'ou' ` | `?","Nega a primeira e mantém a segunda. \n  \n Se P então Q é equivalente a não P ou Q. \n  \n ` P -> Q <=> ~P | Q `."
RA,"Qual a equivalência que inverte uma proposição 'se então' ` -> `?","Nega os dois e inverte. \n  \n Se P então Q é equivalente a Se não Q então não P. \n  \n ` P -> Q <=> ~Q -> ~P `."
RA,"Qual a condição suficiente numa proposição condicional?","A primeira."
RA,"Qual a condição necessária numa proposição condicional?","A segunda."
RA,"Como pode ser reescrito Todo A é B em condicional?","Se A então B."
RA,"Qual a equivalência de uma proposição se e somente se P <-> Q?","( P -> Q ) ^ ( Q -> P )"
DI,"Aprendizado de máquina com dados não rótulos é chamado de?","Aprendizado não supervisionado."
DI,"Aprendizado de máquina com dados rótulos se chama?","Aprendizado supervisionado."
DI,"Como se chama o aprendizado de máquina através de um sistema de recompensas?","Aprendizado por reforço."
DI,"Qual o tipo de aprendizado de máquina que é preditivo?","Aprendizado supervisionado."
DI,"Qual o tipo de aprendizado de máquina que é descritivo?","Aprendizado não supervisionado."
DI,"Um dos problemas de classificação no aprendizado supervisionado é o?","Classes desbalanceadas."
DI,"Um dos problemas na regressão no aprendizado supervisionado é o?","Dados não representativos. Também chamado de viés de amostragem."
DI,"O que é um viés de informação?","É uma tendência de um classificador aprender consistentemente uma generalização incorreta."
DI,"Como é chamado o problema quando um modelo de aprendizado de máquina é pouco treinado?",Underfitting.
DI,"Como é chamado o problema quando um modelo de aprendizado de máquina é muito treinado?",Overfitting.
LP,"Quando a vírgula é obrigatória no caso dos adjuntos adverbias?","Quando esses estiverem no início da frase ou no meio dela."
GS,"O que é o ataque SMURF?","Vai usar da estratégia de redirecionamento de tráfego com base na adulteração / mascaração do endereço IP."
GS,"Qual o objetivo do ataque SMURF?","Visa afetar a disponibilidade da informação."
GS,"Com quantos bits trabalha o algoritmo de criptografia DES?","56 bits ao todo mas só 48 aproveitáveis."
GS,"O que é o ataque de Defacement (Desfiguração) ?","É adulterar uma página web com objetivo de vandalismo."
GS,"O que é o Phising?","Clonar uma página a fim de obtenção de informações privadas."
GS,"Qual a diferença do Spear Phishing para o Phishing?","É o Phishing feito com uma vítima / público específicos."
DS,"No CSS como se seleciona os elementos filhos? (Child Selector)","Com o operador > \n  \n div > p { \n  \s  \s color: yellow; \n }"
DS,"No CSS como se seleciona os elementos descendentes? \n (Descendant Selector)","Com um espaço. \n  \n div p { \n  \s  \s color: yellow; \n }"
DS,"No CSS como se seleciona o primeiro elemento irmão? (Adjacent Sibling Selector)","Com o operador + \n  \n div + p { \n  \s  \s color: yellow; \n }"
DS,"No CSS como se seleciona todos os elementos irmãos? \n (General Sibling Selector)","Com o operador ~ \n  \n div ~ p { \n   color: yellow; \n }"
DS,"Como se usa o seletor do CSS que usa os atributos?","tag[attr=igual]  ou  tag[attr^=começam]  ou  tag[attr$=terminam]"
DS,"Quais são as principais pseudo classes do CSS?","tag:link  tag:hover  tag:active  tag:inactive  tag:first-child  tag:nth-child"
DS,"Quais são os principais pseudo elementos do CSS?","tag::first-line  tag::first-letter  tag::after  tag::before"
DS,"Como se faz para no seletor do CSS excluir um elemento específico da seleção?","tag:not(:first-child)  tag:not(:last-child)  tag:not(#id)  tag:not(.classe)"
DS,"Como se faz para selecionar no CSS um elemento de ordem específica?","tag:nth-child(odd)  tag:nth-child(even)  tag:nth-child(3) tag:nth-child(3n)  tag:nth-child(3n + 1)"
GS,"O que é o ataque de Pharming?","Quando o tráfego de um site é direcionado para outro."
DS,"Quais as funções do Python para ler um arquivo?","open, read, readlines \n  \n file = open('name.txt') \n entire = file.read() \n lines = file.readlines()"
GS,"Como também é conhecido o Pharming?","Envenenamento de DNS que procura redirecionar os usuários de um site para uma página falsa."
DS,"Como a gente pode fechar um arquivo automaticamene em Python?","with open('name.txt') as file: \n  \s  \s contents = file.read"
DS,"Quais são os modos de abertura de arquivos em Python?","open('name.txt', mode='...') \n  \n r - read only \n w - write only, overwrite or create \n a - append only \n r+ - reading and writing \n w+ - writing and reading, overwrite or create"
DS,"Qual a diferença no Python das funções sort e sorted?","O sort ordena a própria array e o sorted retorna uma nova array ordenada."
DS,"Como podemos verificar se uma substring está presente em outra string em Python?","Usando o commando in \n  \n 'ab' in 'abc'"
DS,"Como podemos verificar se uma chave está presente em um dicionário em Python?","Usando o commando in \n  \n dict = {'key': 12} \n isin = 'key' in dic"
DS,"Como criar uma lista de caracteres em Python com um laço intrínsico?","mylist = [letter for letter in 'string']"
DS,"Como se faz um ternário em Python?","even = 'even' if True else 'odd'"
DS,"Qual a diferença entre o redirect e o forward no JavaEE?","No encaminhamento as variáveis de requisição são repassadas enquanto no redirecionamento não. \n  \n getServletContext().getRequestDispatcher( \" target.jsp \" ).forward(req, resp); \n  \n resp.sendRedirect(req.getContextPath() + \" target.jsp \" );"
DS,"Qual é a ordem de leitura de escopos em Python?","LEGB \n  \n L - Local \n E - Enclosing \n G - Global \n B - Built-in"
DS,"Como se define uma função em Python?","`def myfunc():`."
RA,"Como se demonstra que uma proposição é inválida?","Com um exemplo em que as premissas são verdadeiras e a conclusão é falsa ou vice-versa."
LP,"Quais são os passos para verificar uma conjunção verbal?","1) Colocar o verbo no infinitivo. \n 2) Identificar verbo líder dele. \n 3) Acomodar o líder na frase. \n 4) Verificar se o original está na mesma conjungação do líder acomodado."
DS,"Como se faz para declarar um método abstrato em Python?","Declara a função com o decorator @abstractmethod e levanta uma excessão ( raise ) NotImplementedError."
GS,"O que é o ataque de Spoofing?","É quando um atacante se passa por outra pessoa ou entidade."
GS,"Quais são os métodos de autenticação?","Algo que você sabe, algo que você tem, algo que você é."
GS,"Quais são os métodos usados na cifragem?","Substituição, Transposição, Esteganografia (Esconder)."
DS,"Quando se faz um bit shift para a esquerda o que acontece?","O valor é multiplicado por 2."
DS,"Quando se faz um bit shift para a direita o que acontece?","O valor é dividido por 2."
GS,"Como funciona o método de criptografia de bloco ECB?","É uma técnica não randômica que a informação é dividida em blocos menores e cada um é criptografado individualmente. Cada bloco tem 64 bits. Erro de transmissão em um bloco não afeta os outros. Usa-se a mesma chave para todos os blocos."
GS,"Como funciona o método de criptografia de bloco CBC?","Utiliza operações XOR. Cifragem de cada bloco depende de todos os anteriores. Usa-se um vetor de inicialização (IV) para o primeiro bloco. Erro de transmissão em um bloco afeta os outros. Usa-se a mesma chave para todos os blocos."
DS,"Como se faz para declarar uma variável global em Python?","global myvar"
DS,"O que precisa ter uma pasta para o Python reconhecer como um pacote?","Um arquivo __init__.py"
GS,"O que caracteriza um serviço de IaaS?","O provedor fornece a infraestrutura de TI, como servidores, máquinas virtuais, armazenamento, redes e sistemas operacionais, como um serviço sob demanda."
ER,"Qual o serivço da Amazon que fornece IaaS?","EC2 - Elastic Compute Cloud."
GS,"Qual o serviço do Google que fornece IaaS","GCE - Google Compute Engine."
GT,"Qual o serviço da Microsoft que fornece IaaS?","Azure Virtual Machines."
GS,"O que caracteriza um serviço de PaaS?","É caracterizado por um ambiente de desenvolvimento e implantação completo na nuvem, com recursos que permitem fornecer tudo, desde aplicativos simples até complexos."
GT,"Qual o serivço da Amazon que fornece PaaS?","AWS Elastic Beanstalk."
GT,"Qual o serviço do Google que fornece PaaS?","Google App Engine."
GT,"Qual o serviço da Microsoft que fornece PaaS?","Azure App Service."
GS,"O que caracteriza um serviço de SaaS?","É um modelo de distribuição de software em que um provedor de serviços terceirizado hospeda aplicativos e os disponibiliza aos clientes pela Internet."
GT,"Qual um exemplo de serivço que a Amazon fornece como SaaS?","Amazon WorkMail."
GT,"Qual um exemplo de serviço que o Google fornece como SaaS?","Google Apps for Work."
ER,"Qual um exemplo de serviço que a Microsoft fornece como SaaS?","Office 365."
GS,"O que caracteriza um serviço de CaaS?","É caracterizado por prover infraestrutura para comunicação em nuvem, como VoIP, videoconferência, mensagens instantâneas, etc."
GT,"Qual um exemplo de serivço que a Amazon fornece como CaaS?","Amazon Chime."
GT,"Qual um exemplo de serviço que o Google fornece como CaaS?","Google Hangouts."
GT,"Qual um exemplo de serviço que a Microsoft fornece como CaaS?","Skype for Business."
GS,"O que caracteriza um serviço de DaaS?","É caracterizado por prover infraestrutura para armazenamento de dados em nuvem."
GT,"Qual um exemplo de serviço que a Amazon fornece como DaaS?","Amazon S3."
GT,"Qual um exemplo de serviço que o Google fornece como DaaS?","Google Cloud Storage."
GT,"Qual um exemplo de serviço que a Microsoft fornece como DaaS?","Azure Storage."
GS,"O que caracteriza um serviço de NaaS?","É caracterizado por prover infraestrutura para rede em nuvem."
GT,"Qual um exemplo de serivço que a Amazon fornece como NaaS?","Amazon VPC."
GT,"Qual um exemplo de serviço que o Google fornece como NaaS?","Google Cloud Virtual Network."
GS,"Qual um exemplo de serviço que a Microsoft fornece como NaaS","Azure Virtual Network."
GS,"O que caracteriza um serviço de FaaS?","É caracterizado por prover computação em nuvem que permite carregar funções individuais de software em um ambiente de nuvem gerenciado. Possibilitando executar e escalar automaticamente um serviço sem a necessidade de provisionar ou gerenciar servidores."
GT,"Qual um exemplo de serivço que a Amazon fornece como FaaS?","AWS Lambda."
GT,"Qual um exemplo de serviço que o Google fornece como FaaS?","Google Cloud Functions."
GT,"Qual um exemplo de serviço que a Microsoft fornece como FaaS?","Azure Functions."
GS,"O que caracteriza um serviço de XaaS?","É caracterizado por prover qualquer serviço como um serviço em nuvem."
DS,"Como se faz para declarar uma variável global em Python?","global myvar"
DS,"O que é o Bounded Context no DDD (Domain Driven Design)?","É um limite lógico em torno de um conjunto de objetos que é usado principalmente para definir o escopo de um determinado modelo. O contexto delimitado é a fronteira dentro da qual um modelo específico é aplicado e tem significado."
ES,"O que é o Ubiquitous Language no DDD (Domain Driven Design)?","É uma linguagem comum entre desenvolvedores e usuários."
DS,"O que é o Domain Model no DDD (Domain Driven Design)?","É um modelo de domínio que descreve as entidades e os relacionamentos envolvidos em um domínio de negócios, independentemente de um banco de dados específico ou de um esquema de design."
ES,"O que é o Value Object no DDD (Domain Driven Design)?","É um objeto que descreve alguma característica de uma entidade."
ES,"O que é o Entity no DDD (Domain Driven Design)?","É um objeto que possui identidade e que é distinto de todos os outros objetos."
ES,"O que é o Aggregate no DDD (Domain Driven Design)?","É um conjunto de objetos que são tratados como uma unidade. Sendo a classe raiz a única responsável por acessar as filhas. Ajuda a manter a consistência e a integridade do domínio."
ES,"O que é o Repository no DDD (Domain Driven Design)?","É um objeto que encapsula a lógica de acesso, recuperação e armazenamento de dados."
DS,"O que é um Service no DDD (Domain Driven Design)?","É um objeto que encapsula uma lógica de negócio que não se encaixa em uma entidade ou objeto de valor."
ES,"O que é um Factory no DDD (Domain Driven Design)?","É um objeto que encapsula a lógica de criação de objetos."
ES,"O que é o Application Service no DDD (Domain Driven Design)?","É um objeto que encapsula a lógica de aplicação."
DS,"O que é o Domain Service?","É um objeto que encapsula a lógica de domínio."
ES,"O que é o Domain Event no DDD (Domain Driven Design)?","É um objeto que encapsula um evento de domínio."
DS,"O que é o Domain Exception no DDD (Domain Driven Design)?","É um objeto que encapsula uma exceção de domínio."
ES,"O que é o Domain Notification no DDD (Domain Drive Design)?","É um objeto que encapsula uma notificação de domínio."
DS,"O que é o Domain Query no DDD (Domain Driven Design)?","É um objeto que encapsula uma consulta de domínio."
ES,"Qual arquitetura de desenvolvimento se utiliza muito de Bounded Context?",Micro-serviços
ES,"Qual a função da ACL (Anti Corruption Layer) no DDD (Domain Driven Desogn)?","É uma camada que encapsula a lógica de tradução entre dois contextos delimitados."
GS,"Como funciona um ataque de CSRF (Cros Site Request Forgery)?","Enquanto há uma aba legitimamente logada, outra aba está no site do atacante que faz uma requisição forjada como se fosse a aba legítima."
GS,"O que fazer para se proteger de um ataque de CSRF (Cross Site Request Forgery)?","A aplicação deve usar um token-csrf."
DI,"O particionamento (sharding) horizontal divide a tabela em?",Linhas.
DI,"O particionamento (sharding) vertical divide a tabela em?",Colunas.
DI,"Qual é o principal recurso para tolerância à falhas?","Fazer réplicas dos dados."
DI,"O que significa o conceito de ACID nos bancos de dados?","Atomicidade. Consistência. Isolamento. Durabilidade."
DI,"O que significa o conceito de ACID nos bancos de dados?","Atomicidade. Consistência. Isolamento. Durabilidade."
LP,"O que é um objeto direto preposicionado?","É um objeto que aparece antecipado de preposição mas o verbo não exige ela. O que significa que se pode tira-la sem perda do sentido, apenas da expressividade."
LP,"O que o adjunto adverbial acrescenta ao verbo?","Alguma circunstância."
LP,"Qual a diferença entre o predicativo do objeto e o adjunto adnominal?","O predicativo do objeto é necessário no sentido do verbo enquanto o adjunto adnominal não."
LP,"O que sempre vem antes de um complemento nominal?","Uma preposição."
RA,"Qual é o princípio da identidade na lógica?","Uma proposição verdadeira vai ser sempre verdadeira e uma proposição falsa vai ser sempre falsa."
RA,"Qual é o princípio do terceiro excluído na lógica?","Todo proposição só pode ser V ou F, nunca qualquer outra possibilidade."
RA,"Qual é o princípio da não-contradição na lógica?","Uma proposição não pode ser verdadeira e falsa ao mesmo tempo."
ES,"Quais são as fases dos métodos formais de engenharia de software?","1) Especificação - 2) Validação - 3) Implementação"
ES,"Qual a vantagem dos métodos formais de software?","Garante que o software é correto por design através de provas matemáticas."
ER,"Quais são os dois modelos de engenharia de software evolucionários?","Prototipagem e Espiral."
ES,"No modelo evolucionário de engenharia de software qual a utilidade de protótipos descartáveis?","Validar e entender requisitos de software muito complexos que podem se beneficiar com um exemplo prático."
DS,"Quais são os três parâmetros que a função map pode receber no JavaScript?","1) element \n 2) index \n 3) array"
DS,"Qual é a implementação de referência da JPA?",EclipseLink
DS,"Como faz para configurar o git para sempre atualizar as relações com o repositório remoto?","git config --global fetch.prune true"
DS,"No JPA onde ficam guardadas as configurações dos bancos de dados?",persistence.xml
DS,"No JPA qual a classe que gerência o acesso ao banco de dados?",EntityManager
DS,"Qual classe disponibiliza as fábricas de EntityManager no JPA?",Persistence
RA,"Como funciona a propriedade distributiva do | (ou) e do & (e) nas proposições lógicas?","O conectivo que está fora se associa primeiro com o que está dentro e o que está dentro une as duas partes. \n  \n P & (Q | R) <=> (P & Q) | (P & R) \n P | (Q & R) <=> (P | Q) & (P | R)"
RA,"Como se faz a negação de uma proposição 'se então' (->) para uma 'e' (&)?","Mantém a primeira e nega a segunda. \n ~(P -> Q) <=> P & ~Q"
RA,"Qual a negação de uma proposição 'e' (&) para uma 'se então' (->) ?","~(P & Q) <=> P -> ~Q"
RA,"Qual a negação da proposição categórica Todo A é B?","Algum A não é B."
RA,"Qual a negação da proposição categórica Nenhum A é B?","Algum A é B."
RA,"Qual a negação da proposição categórica Algum A é B?","Nenhum A é B."
RA,"Qual a negação da proposição categórica Algum A não é B?","Todo A é B."
DS,"Segundo o clean code uma função deve ter no máximo quantas linhas?","20 linhas."
DS,"Segundo o clean code uma função deve ter no máximo quantos níveis de identificação?","2 níveis."
DS,"Segundo o clean code o que deveríamos fazer com blocos identados?","Extraír para outra função."
ES,"Segundo o clean code o que deveríamos fazer com uma condição com múltiplos operadores?","Extraír para uma função."
ES,"Segundo o clean code, ao invés de if's aninhados deveríamos preferir ___.",Polimorfismo.
ES,"O que diz o open-closed principle do SOLID?","Uma classe deve estar fechada para mudança e aberta para extensão."
ES,"O que significa DRY em engenharia de software?","Don't repeat yourself."
ES,"O Scrum é muito baseado no ___?",Empirismo.
ES,"O Scrum é o XP atuam respectivamente em?","Gestão de produtos e engenharia de software."
LP,"Em qual tempo ficam os verbos impessoais?","Sempre na terceira pessoa do singular."
LP,"Quando o verbo haver é impessoal?","Com sentido de existir, ocorrer ou tempo decorrido."
LP,"Quais os principais verbos impessoais?","Verbos que indicam fenômenos da natureza ou formas indicativas de tempo ou aspectos climáticos."
LP,"Pode ser trocado o verbo haver com sentido de existir pelo verbo haver com sentido de ocorrer sem perda de sentido?",Não.
LP,"O haver com sentido de existir é impessoal então o existir também é?","Não, então ele precisa ser flexionado conforme o sujeito."
LP,"O haver com sentido de tempo decorrido é impessoal e o fazer pode ser usado com o mesmo sentido, mas ele também é impessoal?","Sim, logo ele não vai concordar com o sujeito e ficará no singular."
LP,"Quando o verbo haver pode ser pessoal?","1) Quando for pronominal \n Eles se houveram bem na prova. \n  \n 2) Quando for auxiliar \n Eles hão de estudar mais."
LP,"Qual o verbo auxiliar numa locução verbal?","O primeiro."
ES,"O que é o mais importante manter na hora de uma prova?","O autocontrole e manter a habilidade de usar as suas ferramentas de inteligência. Ou seja, a capacidade de aplicar as suas técnicas de resolução de problemas."
LP,"Quem é o verbo principal numa locução verbal?","O último."
LP,"Como fica o verbo principal numa locução verbal?","Fica sempre invariável em uma das suas formas nominais: infinitivo, particípio ou gerúndio."
LP,"Numa locução verbal qual o verbo que sempre se flexiona para concordar com o sujeito?","O auxiliar."
LP,"O que é um léxico?","É o conjunto de palavras existente em um determinado idioma."
DS,"O que é o naked object?","É um padrão de arquitetura que se utiliza somente de anotações para montar uma aplicação MVC automaticamente onde só se define as regras de domínio. Usado especialmente para prototipagem no DDD."
ES,"Quais são as camadas do DDD?","Interface, Aplicação, Domínio e Infraestrutura."
DS,"Qual a estrutura de dados que se utiliza o Heap Sort?","Uma árvore binária balanceada."
DS,"Como é o processo de ordenação realizado pelo Heap Sort?","Insere os elementos na árvore balanceada e depois remove na ordem desejada."
DS,"Qual a ordem de complexidade do algoritmo Heap Sort?","No pior, no médio e no melhor caso é sempre O(n log n)."
DI,"O que faz o Apache Oozie?","Apache Oozie é um sistema de agendamento de WorkFlow, usado para gerenciar principalmente os Jobs de MapReduce."
DI,"O que faz o Yarn no Hadoop?","O Yarn é uma plataforma de gerenciamento de recursos responsável por gerenciar recursos de computação em clusters e usá-los para programar os aplicativos dos usuários"
DI,"O que faz o Sqoop?","O Apache Sqoop é uma ferramenta para transferir dados entre bancos de dados Amazon S3, Hadoop, HDFS e RDBMS."
DI,O que é o teorema CAP?,"O teorema CAP diz que num banco de dados distribuído nós só podemos escolher duas entre Consistency, Availability and Partition tolerance (tolerância a falhas)."
DI,"Como é a operação de convolução numa CNN?","É uma operação de filtragem que reduz uma seção de 32x32x3 para uma de 28x28x1."
ER,"Como se faz uma configuração por diretório no Apache?","Com os arquivos .htaccess e .htpasswd"
ER,"Como faz para renomear o .htaccess no Apache?","Com a diretiva AccessFileName."
DS,"Qual a principal função do JWT?","Garante a integridade e o não repúdio através de uma assinatura que pode ser com HMAC, RSA ou ECDSA."
DS,"Qual a estrutura de um JWT?","1) Header - contém o tipo do token e o algoritmo de assinatura. \n 2) Payload - contém os claims, ou seja, as informações a respeito do usuário. \n 3) Signature - assinatura utilizada para verificar a mensagem."
DS,"Quais são os tipos de claims que carrega o payload do JWT?","1) registered / reserved - claims pré-definidas não obrigatórias mas recomendadas. \n 2) public - customizadas \n 3) private - específicas de uma organização"
DS,"Como é a estrutura de um JWT?","As três partes são formadas por json e codificas em base 64 e agrupadas por um ponto divisor."
DI,"o que é o OLAP?","OLAP (Online Analytical Processing) é a capacidade para manipular e analisar um grande volume de dados sob múltiplas perspectivas. As aplicações OLAP são usadas pelos gestores em qualquer nível da organização para lhes permitir análises comparativas que facilitem a sua tomada de decisões diárias."
DI,"Quais os benefícios do OLAP?","O OLAP fornece para organizações um método de acessar, visualizar, e analisar os dados corporativos com alta flexibilidade e performance."
GT,"Quais são os cinco títulos do ITIL 3?","Estratégia de serviços, projeto de serviços, transição de serviços, operação de serviços e melhoria contínua de serviços."
PE,"Como se calcula a mediana?","Quando temos uma quantidade ímpar de elementos, a mediana é o próprio elemento médio. Agora, quando temos uma quantidade par de elementos, a mediana é encontrada pela média aritmética dos dois elementos médios."
LP,"Quais são os tipos de colocação dos pronomes pessoais átonos  \" se \"  e  \" lhe \" ?","Proclítico - anteposto ao verbo. \n Mesoclítico - intercalado no verbo. \n Enclítico - posposto ao verbo."
ES,"Quais são as etapas da engenharia de requisitos segundo Sommerville?","1. Estudo de Viabilidade \n 2. Elicitação e análise \n  \s  \s 2.1. Descoberta de requisitos \n  \s  \s 2.2. Classificação e Organização \n  \s  \s 2.3. Priorização e negociação \n  \s  \s 2.4. Documentação de requisitos \n 3. Especificação \n 4. Validação \n 5. Gestão."
ES,"Quais são as etapas da engenharia de requisitos segundo Pressman?","1. Concepção (Análise de Viabilidade) \n 2. Levantamento (Elicitação de Requisitos) \n 3. Elaboração (Análise dos Requisitos) \n 4. Negociação (Negociação, Classificação, Organização e Priorização) \n 5. Especificação \n 6. Validação \n 7. Gestão"
DI,"O que é a cardinalidade de relacionamento?","A cardinalidade de relacionamento, informa o número mínimo e máximo de ocorrências de uma entidade que estão associadas às ocorrências de outras entidades que participam do relacionamento."
DI,"Qual é o conceito do grau de relacionamento?","O conceito do grau de relacionamento se refere à quantidades de entidades participantes de um relacionamento. São classificados como binário (quando duas entidades participam de um relacionamento); ternário (quando três entidades participam de um relacionamento) e enário (quando mais de três entidades participam de um relacionamento)."
LP,"Como fazemos para identificar um substantivo?","O substantivo sempre aceita um artigo."
LP,"O que o complemento nominal completa?","Adjetivo, substantivo ou advérbio."
LP,"Como é formado um complemento nominal?","Ele é um substantivo antecedido de preposição."
LP,"O complemento nominal tem sempre sentido ativo ou passivo?",Passivo.
LP,"Quando o 'se' é índice de indeterminação do sujeito?","Quando o verbo se refere a alguém, não se sabe quem, e está na terceira pessoa do singular."
LP,"O que significa expletiva?","Palavra ou expressão redundante ou desnecessária, mas que dá ênfase, força, graça, etc."
RA,"Quais são os quantificadores categóricos?","Todo. Algum. Nenhum."
LP,"Em colocação pronominal, o que não está proibido, está ___?",Correto.
LP,"Podemos iniciar uma frase com pronome atono?",Não.
LP,"Quais os erros graves de uso da vírgula?","Separando o sujeito do verbo ou o verbo do complemento."
LP,"Quais são os casos de uso de vírgula quando uma função substantiva explica outra?","No aposto e no vocativo."
LP,"Como se diz de uma série de vírgulas que separam termos de mesma função?","Vírgula que separa enumerações."
LP,"Quais são os casos de uso obrigatório de vírgulas entre orações?",Entre orações coordenadas sindéticas e assindéticas. E caso as coordenadas adversativas e conclusivas estejam deslocadas.
ES,"Como funciona o padrão de projeto Visitor?","Representa uma operação a ser executada sobre os elementos da estrutura do objeto. Permite definir uma nova operação sem mudar as classes dos elementos sobre os quais opera."
DS,"Quais os tipos de armazenamento nos navegadores?","1) Cookies (pode expirar, 4kb, sempre envia) \n 2) Local storage (não expira, 5mb, nunca envia) \n 3) Session storage (por aba, 5mb, nunca envia)"
DS,"Como é montado o arquivo descritivo de cache para os navegadores?","CACHE MANIFEST \n # Explicitly cached entries \n css/style.css \n  \n # What will be displayed if the user is offline \n FALLBACK: \n / /offline.html \n  \n # All other resources (e.g. sites) require the user to be online. \n NETWORK: \n * \n  \n # Additional resources to cache \n CACHE: \n images/logo1.png"
RA,"Qual é equivalência possível de duas proposições 'se então' (->) com apenas uma?","Caso a condição suficiente seja a mesma então pode-se reduzir para uma proposição com uma conjunção das condições necessárias. \n  \n (P -> R) & (P -> S) <=> P -> (R & S)"
ER,"Como funciona a técnica de distribuição de carga Round Robin?","Nesse modelo, há uma distribuição por igual entre todos os componentes do cluster. Isso significa que todas as requisições que chegam ao balanceador de cargas são encaminhadas igualmente entre todos os players da composição do servidor."
DI,"Quais são as três funções do aprendizado não supervisionando?","1) agrupamento \n 2) regra de associação \n 3) redução de dimensionalidade"
RA,"Em geral 'dado que' faz qual papel de conectivo lógico?","'se .. então' (->)"
RA,"Para que uma sentença seja uma proposição condicional o que é preciso?","Que haja duas proposições dentro da sentença e que elas estejam ligadas com um sentido condicional."
PE,"Qual é o erro do tipo 1?","É um falso positivo."
PE,"Qual é o erro do tipo 2?","É um falso negativo."
DI,"Como se calcula a acurácia de um classificador?","(verdadeiros positivos + verdadeiros negativos) / total de exemplos"
DI,"Como se calcula a precisão de um classificador?","verdadeiros positivos / (verdadeiros positivos + falsos positivos)"
DI,"Como se calcula a sensibilidade de um classificador?","verdadeiros positivos / (verdadeiros positivos + falsos negativos)"
DI,"Como se calcula o valor preditivo negativo de um classificador?","verdadeiros negativos / (verdadeiros negativos + falsos negativos)"
DI,"Como se calcula a especificidade de um classificador?","verdadeiros negativos / (verdadeiros negativos + falsos positivos)"
LP,"Qual a diferença entre narração e descrição?","Na narração existe evolução cronológica enquanto na descrição não."
LP,"Qual a diferença entre uma dissertação expositiva e uma argumentativa?","Tanto na dissertação argumentativa quanto na expositivo o autor traz e expõe fatos mas só na argumentativa ele defende uma opinião."
ER,"Quais os estados de uma conexão WebSocket?","0 - Conexão estabelecida. \n 1 - Conexão ok / comunicação ok. \n 2 - Conexão fechando. \n 3 - Conexão fechada."
ER,"Quais as vantagens do WebSocket?","* Tempo real. \n * Protocolo próprio em cima do HTTP através do header upgrade. \n * Full duplex. Sentido duplo ou bidirecional simultâneo."
ER,"Quais são os eventos de um WebSocket?","`on open, on message, on error, on close`."
ER,"Quais os métodos de um WebSocket?","send, close"
